amount,hour,is_new_recipient,recipient_age_days,recipient_txn_count,recipient_report_count,user_avg_payment,amount_deviation,txn_velocity_1h,urgency_score,secrecy_score,historical_relationship,is_odd_hour,is_fraud
1293.58,14,0,909,53,0,3477.85,0.372,2,44.0,2.4,38,0,0
563.45,21,0,381,39,0,1246.16,0.452,1,36.8,0.9,22,0,0
663.05,19,1,222,79,0,3762.55,0.176,0,20.1,15.3,0,0,0
942.63,8,0,447,39,0,1758.8,0.536,0,36.6,32.5,27,0,0
1190.81,5,1,82,102,0,953.22,1.249,0,38.3,10.1,0,1,0
497.21,14,0,465,91,0,1582.87,0.314,0,28.7,12.8,37,0,0
18118.1,2,0,577,59,0,3957.7,4.578,0,5.4,11.9,20,1,0
278.18,12,1,23,123,0,2983.99,0.093,3,11.6,17.3,0,0,0
1288.03,20,0,1160,30,0,996.26,1.293,0,27.8,2.8,31,0,0
407.17,22,0,547,133,0,2278.92,0.179,0,26.1,1.5,29,0,0
2112.34,22,0,247,107,0,1906.11,1.108,1,31.4,22.7,2,0,0
384.81,10,0,453,32,0,2689.77,0.143,2,20.3,20.2,26,0,0
9467.01,18,1,34,3,2,1776.74,5.328,1,90.2,53.1,0,0,1
627.87,16,0,877,28,0,1429.24,0.439,0,19.4,24.4,19,0,0
846.82,20,0,703,86,0,1888.83,0.448,0,5.2,11.5,37,0,0
14540.64,2,1,119,76,1,1620.78,8.971,0,17.5,4.1,0,1,0
839.93,8,1,71,2,2,1861.23,0.451,4,4.3,13.6,0,0,1
3059.04,23,1,33,2,1,1978.09,1.546,1,82.6,29.1,0,1,1
344.43,7,0,577,97,0,2034.98,0.169,0,34.0,67.8,31,0,0
226.64,18,1,86,53,0,1745.66,0.13,2,33.4,6.9,0,0,0
10069.34,22,1,12,5,2,679.5,14.819,4,62.8,70.3,0,0,0
2315.11,6,0,421,56,0,3050.66,0.759,2,10.2,7.0,22,0,0
464.4,18,0,603,39,0,2356.08,0.197,0,12.4,13.9,18,0,0
5404.86,18,0,402,71,0,2635.91,2.05,1,12.8,19.6,33,0,0
1985.61,10,0,481,42,0,3156.62,0.629,0,17.1,11.0,11,0,0
561.07,13,0,673,52,0,3451.42,0.163,0,5.6,8.5,32,0,0
1799.43,15,0,577,52,0,3353.96,0.537,0,1.0,7.4,35,0,0
3254.48,6,1,2,3,3,2016.67,1.614,3,54.9,64.2,0,0,1
11088.62,23,0,491,0,3,1162.49,9.539,6,76.3,20.9,3,1,1
5533.67,15,1,146,91,0,1291.12,4.286,1,13.0,22.1,0,0,0
1046.12,10,1,10,5,2,3123.1,0.335,7,21.2,8.1,0,0,1
547.65,3,1,64,108,0,1768.81,0.31,0,25.9,18.4,0,1,0
1585.52,5,0,508,66,0,2536.8,0.625,0,14.0,9.2,31,1,0
3114.71,23,0,438,72,0,1839.78,1.693,1,54.5,24.6,25,1,0
5973.36,8,0,530,44,0,2713.83,2.201,1,33.3,15.5,28,0,0
426.68,18,0,1411,66,1,1710.21,0.249,0,5.5,3.5,13,0,0
1036.07,11,0,724,57,0,3153.26,0.329,1,27.1,3.7,28,0,0
1093.99,7,1,189,52,0,1498.89,0.73,1,2.2,3.4,0,0,0
1011.66,22,1,106,30,0,628.59,1.609,1,13.9,15.8,0,0,0
1429.89,17,0,614,61,0,839.25,1.704,3,5.1,22.9,2,0,0
2700.24,8,1,178,21,1,1467.77,1.84,1,10.7,12.3,0,0,0
3744.33,22,1,219,65,0,413.42,9.057,1,3.5,2.8,0,0,0
2120.44,5,0,111,57,0,1489.15,1.424,1,16.1,11.6,11,1,0
6726.99,11,0,590,62,0,2428.2,2.77,0,42.5,14.0,17,0,0
3156.58,22,0,772,82,0,2017.6,1.565,0,9.6,10.9,22,0,0
2351.61,22,0,709,56,0,2802.06,0.839,0,40.5,12.7,37,0,0
1077.73,10,0,585,87,0,2944.93,0.366,0,28.2,13.6,39,0,0
1610.22,10,0,357,62,0,2839.19,0.567,0,59.3,18.1,11,0,0
6014.57,4,1,22,3,0,2872.23,2.094,1,88.6,24.1,0,1,1
13023.83,9,0,401,74,0,1528.19,8.522,0,2.5,14.4,24,0,0
1507.19,22,0,343,39,0,3201.73,0.471,0,7.2,8.4,28,0,1
129.12,10,1,44,82,0,1577.29,0.082,0,15.4,29.5,0,0,0
1161.96,4,0,313,74,0,3220.03,0.361,2,3.0,21.9,8,1,0
1567.58,17,0,811,29,0,1388.12,1.129,1,29.3,1.5,1,0,0
1094.04,11,0,280,26,2,2172.85,0.504,4,13.2,13.7,0,0,1
2451.4,17,0,785,50,0,2346.22,1.045,0,25.0,14.5,7,0,0
681.26,18,0,717,13,0,2005.3,0.34,1,24.7,5.0,11,0,0
615.18,11,0,530,38,0,2963.65,0.208,1,8.3,29.9,31,0,0
10744.08,5,0,718,53,0,1908.12,5.631,0,8.4,10.0,18,1,0
2321.7,15,0,673,106,0,2885.84,0.805,0,15.4,15.4,4,0,0
1328.61,8,1,46,40,0,3710.3,0.358,0,8.2,6.8,0,0,0
4214.45,21,1,185,42,0,1531.5,2.752,2,15.6,24.6,0,0,0
3848.19,17,0,625,48,1,1459.31,2.637,1,9.7,19.8,17,0,0
1063.14,16,0,647,33,0,2493.51,0.426,0,22.5,7.8,38,0,0
423.5,6,0,768,11,0,2600.5,0.163,1,26.9,33.6,2,0,0
1283.81,16,0,506,49,0,2272.32,0.565,0,17.1,14.2,3,0,0
3498.3,15,0,827,107,0,1350.01,2.591,1,26.3,7.9,9,0,0
2334.95,18,0,377,38,0,1824.1,1.28,0,21.9,20.0,19,0,0
1463.54,20,0,368,92,0,2232.63,0.656,0,32.7,12.3,29,0,0
2082.52,21,1,19,6,5,3436.66,0.606,1,20.9,6.1,0,0,1
1439.82,8,1,14,118,0,1789.56,0.805,0,7.6,12.1,0,0,0
1386.6,13,0,329,46,0,2601.4,0.533,0,10.3,9.3,13,0,0
562.87,21,0,361,65,0,3266.0,0.172,0,25.8,12.8,11,0,0
2127.03,2,0,412,75,0,1388.9,1.531,0,8.7,17.1,11,1,0
1784.31,22,0,83,48,0,1354.77,1.317,1,15.8,1.2,10,0,0
1406.08,22,0,324,94,0,1863.45,0.755,1,10.8,22.1,11,0,0
575.69,7,0,210,46,0,3456.17,0.167,1,1.4,5.4,1,0,0
703.31,17,0,393,35,0,1855.41,0.379,1,23.1,24.0,13,0,0
357.87,6,0,520,93,0,452.16,0.791,0,17.6,50.4,9,0,0
2602.33,21,0,406,65,0,2514.13,1.035,1,43.7,6.6,9,0,0
1797.28,12,1,87,73,0,2003.14,0.897,0,18.1,16.7,0,0,0
921.03,20,0,329,20,0,1464.78,0.629,0,26.4,2.4,7,0,0
2054.06,21,1,70,40,0,3373.07,0.609,0,10.2,12.2,0,0,1
19845.61,10,0,187,120,0,2930.5,6.772,0,17.3,10.2,14,0,0
4687.74,7,0,892,55,0,3753.41,1.249,2,2.6,13.2,11,0,0
1760.46,13,0,227,101,0,1269.15,1.387,3,1.0,1.9,23,0,0
4689.55,6,1,196,41,0,945.51,4.96,2,7.4,15.7,0,0,0
964.75,10,0,810,37,0,2055.91,0.469,0,8.7,14.2,6,0,0
13537.05,23,0,440,7,2,2735.79,4.948,1,80.5,55.6,2,1,0
979.38,19,0,373,108,0,2877.88,0.34,1,16.1,6.4,15,0,0
374.89,21,0,396,69,0,2896.66,0.129,0,11.3,2.2,35,0,0
1053.23,21,0,604,36,0,2795.34,0.377,2,30.3,19.2,23,0,0
1202.35,5,0,558,53,0,2923.16,0.411,2,2.5,8.2,21,1,0
2545.98,11,1,21,79,0,1684.64,1.511,0,33.9,20.5,0,0,0
5031.25,3,0,533,30,0,3318.58,1.516,0,34.2,5.2,12,1,0
3380.46,21,0,456,50,0,1297.09,2.606,0,1.5,8.4,19,0,0
2010.24,16,0,349,42,0,3554.52,0.566,1,19.6,7.4,14,0,0
16181.77,22,0,126,17,0,3323.47,4.869,1,40.8,5.6,54,0,0
1309.96,6,0,594,36,0,4428.35,0.296,1,13.8,19.5,18,0,0
7347.12,6,1,109,52,0,300.0,24.49,2,7.3,8.1,0,0,0
1289.67,4,0,88,1,3,300.0,4.299,2,29.9,39.6,0,1,1
8227.81,9,0,236,49,0,2206.05,3.73,0,15.5,34.1,33,0,0
4546.78,15,0,1485,35,0,1832.3,2.481,0,2.9,0.3,7,0,0
1590.92,20,1,69,82,0,2499.1,0.637,0,37.6,43.7,0,0,0
3501.97,22,1,172,67,0,2066.94,1.694,2,38.0,31.9,0,0,0
1476.86,7,0,535,31,0,1311.48,1.126,1,18.3,13.1,21,0,0
347.17,13,1,194,43,0,1927.58,0.18,0,50.3,12.6,0,0,1
673.67,10,0,428,22,0,3407.32,0.198,3,10.2,0.8,7,0,0
798.34,18,0,692,33,0,2692.99,0.296,1,11.0,6.1,14,0,0
2726.05,12,0,984,50,0,1238.44,2.201,0,18.7,7.3,23,0,1
2304.66,19,0,323,61,0,3580.38,0.644,1,43.1,1.5,33,0,0
2190.07,11,0,290,27,0,1749.25,1.252,0,29.1,8.7,33,0,0
816.64,5,0,906,99,0,3394.92,0.241,2,12.8,0.7,37,1,0
1930.56,9,1,150,61,0,300.0,6.435,2,27.3,0.4,0,0,0
5925.92,7,0,807,45,0,4275.13,1.386,2,11.9,6.4,32,0,0
2318.14,5,1,48,15,2,1500.15,1.545,4,13.3,3.6,0,1,1
1329.44,12,0,552,33,0,2461.8,0.54,0,37.1,0.6,1,0,0
580.7,12,0,884,66,0,4269.14,0.136,2,15.3,28.0,38,0,0
668.79,17,1,89,39,0,1524.26,0.439,1,6.1,3.1,0,0,0
1445.32,22,0,420,41,0,4441.63,0.325,0,21.7,1.5,16,0,0
2138.29,23,0,396,45,0,3514.7,0.608,1,24.4,6.2,11,1,0
19362.52,7,0,704,71,0,2455.46,7.885,1,36.9,3.7,44,0,0
876.35,9,0,468,65,0,1868.63,0.469,1,8.5,21.7,1,0,0
581.51,22,0,490,96,0,1150.05,0.506,0,18.3,2.8,29,0,0
20000.0,14,1,59,1,3,2799.24,7.145,2,71.0,46.3,0,0,1
2396.44,15,0,279,63,1,850.5,2.818,0,20.4,15.6,32,0,0
1335.19,21,1,201,63,0,3009.37,0.444,1,19.6,6.4,0,0,0
763.08,18,0,871,110,0,3560.5,0.214,4,6.7,9.0,4,0,0
3856.48,9,1,118,35,0,2091.76,1.844,1,46.2,60.9,0,0,0
649.66,16,0,201,71,0,1163.69,0.558,1,12.4,6.7,24,0,0
731.28,16,0,504,61,0,3202.43,0.228,1,9.3,40.7,7,0,0
491.62,17,0,655,28,0,300.0,1.639,0,21.1,1.4,13,0,0
1330.61,18,0,278,76,0,2543.5,0.523,0,11.7,4.7,34,0,0
3166.97,21,0,643,92,0,941.62,3.363,1,8.5,4.8,19,0,0
3211.35,6,0,581,67,0,1946.5,1.65,0,7.3,0.4,8,0,0
1283.18,14,0,730,76,1,2051.77,0.625,1,20.6,49.9,8,0,0
216.16,20,0,547,96,0,3821.38,0.057,1,16.1,0.7,26,0,0
2252.91,9,0,354,41,0,2624.01,0.859,2,35.2,12.9,36,0,0
4198.45,10,1,103,72,0,2087.98,2.011,1,39.7,3.0,0,0,0
4796.74,11,0,486,25,0,4041.1,1.187,0,8.7,20.4,8,0,0
6606.92,2,1,65,26,2,2504.73,2.638,3,37.4,84.6,0,1,1
18219.86,1,1,21,8,1,2040.12,8.931,3,78.4,32.6,0,1,1
18624.17,1,1,11,9,6,1938.24,9.609,2,82.1,73.3,0,1,1
303.31,18,0,1213,93,0,723.76,0.419,0,49.9,7.7,31,0,0
12968.97,2,1,20,8,4,1716.17,7.557,5,65.4,67.5,0,1,1
1238.71,17,0,462,25,0,3703.62,0.334,2,17.5,27.3,3,0,0
3667.9,16,0,681,70,0,2805.96,1.307,0,27.0,3.1,26,0,0
3732.74,23,0,514,64,0,3117.07,1.198,1,0.8,11.3,37,1,0
2196.76,16,0,126,104,0,982.71,2.235,0,15.0,17.9,9,0,1
2618.87,14,0,366,39,0,575.75,4.549,0,17.1,0.3,26,0,1
934.14,17,0,794,26,0,2047.25,0.456,1,10.2,7.9,14,0,0
1451.25,13,0,333,49,0,2284.21,0.635,0,32.5,25.4,32,0,0
1182.11,18,0,677,76,0,2751.82,0.43,0,16.3,8.8,4,0,0
1569.46,6,1,126,49,0,2468.72,0.636,0,22.0,2.4,0,0,0
1550.23,12,1,93,110,0,1613.39,0.961,2,16.4,10.7,0,0,1
972.07,10,1,4,14,2,3207.3,0.303,5,21.8,8.2,0,0,1
16086.43,16,1,13,8,3,3106.5,5.178,0,37.2,35.7,0,0,1
5639.8,21,0,347,69,0,3750.39,1.504,0,15.4,16.0,7,0,1
8485.02,10,0,435,72,0,2170.75,3.909,0,29.8,21.1,18,0,0
6577.25,23,1,44,34,2,2644.14,2.487,3,77.0,80.9,0,1,1
1458.69,11,0,614,45,0,1584.19,0.921,0,3.2,3.5,36,0,0
5006.57,14,0,579,79,0,2496.31,2.006,1,21.1,11.0,8,0,0
2730.73,0,0,768,86,0,3411.73,0.8,0,39.0,29.0,2,1,0
4022.51,6,0,465,75,0,2918.43,1.378,1,14.4,13.2,22,0,0
1655.43,19,0,179,125,0,1223.08,1.353,0,7.8,9.0,16,0,0
1066.84,22,0,518,92,0,2115.67,0.504,1,13.5,7.2,17,0,0
2887.68,21,1,43,11,3,2033.71,1.42,1,82.5,82.3,0,0,1
2918.27,8,0,392,84,0,3207.76,0.91,0,48.7,43.8,39,0,0
972.01,2,0,506,53,0,1884.43,0.516,0,11.9,8.3,39,1,0
8842.33,22,0,597,97,0,1801.17,4.909,1,17.3,15.9,15,0,0
2874.81,13,0,678,47,0,1549.36,1.855,0,7.2,2.7,4,0,0
20000.0,10,1,11,9,5,3204.71,6.241,0,57.3,79.4,0,0,1
418.44,8,1,56,59,0,2184.88,0.192,0,18.4,13.1,0,0,0
521.09,10,0,615,75,0,1262.36,0.413,0,39.7,16.3,22,0,0
18761.05,8,0,631,65,0,2980.22,6.295,1,23.2,11.7,22,0,0
3408.88,4,0,461,102,0,3031.52,1.124,0,9.1,3.6,30,1,0
776.59,21,1,40,75,0,2690.35,0.289,0,10.8,11.0,0,0,0
1077.37,6,0,283,23,1,1616.67,0.666,0,31.2,12.0,23,0,0
530.24,6,0,762,52,0,970.37,0.546,0,29.1,10.9,18,0,0
1721.05,20,0,441,31,0,1763.95,0.976,1,34.9,9.3,13,0,1
558.58,20,0,515,57,0,2913.53,0.192,1,13.1,0.7,18,0,0
2284.44,14,1,28,77,0,1664.17,1.373,3,27.6,19.3,0,0,0
339.49,20,0,307,81,0,2313.26,0.147,1,18.5,23.7,22,0,0
12746.07,16,0,64,53,0,2527.57,5.043,1,18.0,3.9,39,0,0
932.57,8,0,260,44,0,2307.23,0.404,0,31.3,1.4,38,0,0
2919.17,10,0,859,47,0,3138.73,0.93,1,18.5,0.4,27,0,0
20000.0,1,1,19,3,2,3155.35,6.338,0,89.3,38.5,0,1,1
2313.36,22,0,388,34,0,1585.52,1.459,1,10.1,23.8,27,0,0
13200.68,21,0,841,126,0,3369.77,3.917,0,15.3,18.8,40,0,0
1625.43,7,1,113,116,0,3603.24,0.451,0,20.5,15.5,0,0,0
3897.38,19,0,674,75,0,1478.15,2.637,1,13.1,23.2,11,0,0
629.94,3,0,286,34,0,3628.01,0.174,0,23.4,26.0,28,1,0
2347.31,20,0,692,60,0,1007.95,2.329,0,5.4,11.0,8,0,0
642.77,6,0,840,24,0,2954.28,0.218,1,49.7,21.6,18,0,0
2431.5,10,0,225,86,0,1801.41,1.35,2,34.9,12.6,20,0,0
1423.62,12,0,291,33,0,1686.82,0.844,0,30.0,17.4,9,0,0
11261.46,1,0,457,4,1,2665.49,4.225,2,87.0,83.1,3,1,1
2829.59,9,1,69,71,0,3285.2,0.861,0,56.8,15.4,0,0,0
2195.73,9,0,933,106,0,1967.44,1.116,2,15.2,7.8,25,0,0
1140.07,22,0,425,69,0,2185.91,0.522,2,49.0,28.2,39,0,0
7790.09,22,0,486,122,0,2539.6,3.067,1,19.1,18.9,38,0,0
5557.26,13,0,289,57,0,300.0,18.524,2,38.5,18.6,10,0,0
544.75,10,1,58,57,0,2514.4,0.217,0,12.2,8.2,0,0,0
20000.0,6,1,57,6,1,1968.31,10.161,2,39.4,52.1,0,0,1
802.2,0,0,373,105,0,3907.05,0.205,2,14.8,2.8,37,1,0
2701.98,15,1,102,87,0,3565.81,0.758,1,9.0,17.9,0,0,0
1581.34,9,1,86,13,1,2365.8,0.668,0,12.0,3.8,0,0,0
943.89,13,0,368,81,0,1492.74,0.632,1,7.2,1.3,17,0,0
1610.11,6,0,299,40,1,1376.26,1.17,0,53.7,3.6,7,0,0
4692.48,22,1,93,41,0,4215.54,1.113,1,33.6,8.3,0,0,0
17942.42,19,0,112,26,0,2621.42,6.845,2,5.9,9.9,44,0,0
882.62,16,0,886,64,0,2764.99,0.319,0,24.2,11.7,7,0,0
14992.95,4,0,140,11,1,2670.66,5.614,2,77.7,75.3,3,1,1
491.17,13,1,160,72,0,1658.89,0.296,0,3.8,19.2,0,0,0
4324.25,7,0,859,55,0,2542.54,1.701,1,2.9,8.4,11,0,0
292.19,13,0,1103,77,0,2011.59,0.145,1,27.2,12.2,20,0,0
350.03,18,1,80,33,0,1577.82,0.222,0,3.8,21.7,0,0,0
714.7,23,0,404,15,0,1627.35,0.439,1,49.0,12.2,14,1,0
669.96,21,1,96,76,0,2362.59,0.284,2,4.9,22.6,0,0,0
20000.0,1,1,20,2,2,1736.0,11.521,2,73.5,27.5,0,1,1
9682.29,8,1,25,0,4,2391.54,4.049,5,33.6,50.4,0,0,1
765.51,20,0,961,73,0,2780.52,0.275,2,7.8,1.1,32,0,0
2041.65,6,0,469,73,2,3670.89,0.556,0,18.0,3.7,3,0,0
3020.53,21,0,250,19,0,2323.33,1.3,0,17.5,14.7,31,0,0
2197.3,23,1,9,24,0,781.47,2.812,4,17.2,10.9,0,1,1
2955.41,9,0,783,45,2,3811.69,0.775,1,2.6,3.7,15,0,0
450.85,12,0,244,49,0,2782.02,0.162,1,27.2,0.8,35,0,0
10044.58,7,1,39,1,2,2638.1,3.808,2,76.6,31.1,0,0,1
1146.95,18,0,622,29,0,1361.79,0.842,1,60.3,13.5,22,0,0
1092.99,6,0,256,43,0,3493.94,0.313,0,20.1,12.0,26,0,0
6044.8,21,0,672,66,1,1769.7,3.416,0,37.2,21.2,38,0,0
3379.99,21,0,852,85,0,3820.02,0.885,1,22.8,4.0,19,0,0
2965.49,7,0,351,63,0,2323.93,1.276,1,7.7,10.7,11,0,0
5226.76,20,1,59,69,0,2520.47,2.074,0,4.0,4.1,0,0,0
2177.15,16,0,496,77,0,1923.36,1.132,1,5.0,4.4,8,0,0
1282.05,20,1,161,57,0,1251.73,1.024,1,5.7,11.7,0,0,0
4514.86,0,1,8,11,4,2832.37,1.594,2,97.0,66.7,0,1,1
1002.08,15,0,445,62,0,2683.95,0.373,1,32.4,17.0,1,0,0
3971.82,0,1,188,31,0,646.04,6.148,2,12.5,3.2,0,1,0
4986.77,18,1,154,108,0,1892.24,2.635,3,16.4,0.4,0,0,1
907.31,12,0,738,94,0,2907.56,0.312,1,14.2,9.7,34,0,0
2109.53,18,0,443,152,0,2392.99,0.882,2,20.1,7.3,19,0,0
1185.71,7,1,204,115,0,3199.59,0.371,0,29.5,2.6,0,0,0
3698.2,19,0,413,55,0,2207.67,1.675,0,40.7,17.0,36,0,0
10580.85,13,1,30,8,2,3399.66,3.112,4,96.7,55.6,0,0,1
6487.96,19,0,553,10,2,4432.45,1.464,2,85.4,51.3,3,0,1
254.43,18,0,157,56,0,2020.17,0.126,0,44.7,7.1,15,0,0
4707.71,6,0,883,56,0,1881.24,2.502,1,15.9,11.8,25,0,0
1100.77,20,0,958,92,0,2062.45,0.534,1,14.5,34.5,38,0,0
1139.49,15,0,186,104,0,1005.67,1.133,0,59.7,8.1,34,0,0
5910.74,10,1,120,36,0,2702.72,2.187,1,19.0,8.1,0,0,0
561.44,15,1,9,1,0,2290.77,0.245,1,12.9,9.1,0,0,1
670.83,13,0,422,45,0,2820.61,0.238,1,25.9,5.7,20,0,0
633.93,1,1,145,55,1,421.72,1.503,1,15.4,2.1,0,1,0
2330.3,19,0,776,98,0,3562.88,0.654,1,1.6,3.7,36,0,1
14207.36,13,0,635,61,0,1329.09,10.69,2,39.1,15.8,22,0,0
4286.66,6,0,441,129,0,362.33,11.831,0,6.8,32.0,10,0,0
17552.87,21,0,919,123,0,1930.42,9.093,0,22.9,21.8,31,0,0
20000.0,5,1,25,22,0,2125.94,9.408,6,78.0,80.9,0,1,1
11038.6,13,0,780,91,0,2833.64,3.896,2,41.6,12.3,28,0,0
811.7,15,0,781,93,0,2058.95,0.394,1,22.8,21.7,23,0,0
3505.24,6,0,825,81,0,2625.87,1.335,1,8.8,5.1,6,0,1
2330.85,15,1,243,21,1,4029.68,0.578,3,2.8,7.7,0,0,1
1366.26,22,0,253,56,0,2636.9,0.518,0,21.9,18.4,21,0,0
6737.88,19,1,142,61,0,2073.6,3.249,1,1.7,12.9,0,0,0
3480.86,19,0,468,60,0,3353.18,1.038,1,36.0,13.5,14,0,0
1413.02,6,1,71,38,0,1405.83,1.005,1,3.9,8.6,0,0,0
724.46,17,0,617,31,0,2156.17,0.336,1,2.0,55.8,13,0,0
7339.75,13,0,695,44,0,2599.28,2.824,0,17.5,9.8,12,0,0
202.72,16,1,196,29,0,2376.39,0.085,0,12.5,8.2,0,0,0
9063.0,1,1,45,1,1,337.64,26.842,2,37.6,86.1,0,1,1
367.59,8,0,685,27,0,2017.83,0.182,0,6.3,27.4,12,0,0
4427.79,10,0,438,75,0,2809.87,1.576,1,11.0,6.2,13,0,0
3534.77,10,0,311,76,0,1944.07,1.818,0,25.1,6.3,23,0,0
1651.34,6,1,174,32,0,2776.03,0.595,0,30.0,17.6,0,0,0
20000.0,15,1,72,7,1,2678.21,7.468,0,66.4,43.7,0,0,1
2486.43,17,0,619,63,0,2649.88,0.938,1,5.3,32.7,21,0,0
2456.55,1,1,113,11,0,3105.67,0.791,5,71.5,39.6,0,1,1
2566.02,8,0,440,79,0,3016.08,0.851,0,15.2,7.5,4,0,0
2971.7,14,1,22,9,2,4287.26,0.693,2,72.4,60.3,0,0,1
1057.58,14,0,436,43,0,2983.32,0.354,1,28.7,6.1,19,0,0
597.42,19,0,498,44,0,2699.9,0.221,0,27.3,36.6,10,0,0
924.97,20,0,297,17,0,1526.65,0.606,1,33.4,12.9,2,0,0
933.32,18,0,778,74,0,2919.18,0.32,1,10.6,8.4,2,0,0
171.88,1,0,801,28,0,3348.8,0.051,0,29.5,14.4,34,1,0
308.09,5,0,493,139,1,1765.17,0.175,0,3.8,2.0,7,1,0
10291.28,16,0,179,0,6,3655.8,2.815,1,59.9,61.3,1,0,1
3400.03,9,1,385,96,0,2599.27,1.308,0,5.3,10.5,0,0,0
16849.89,10,0,497,39,0,641.01,26.286,1,27.4,45.7,38,0,0
5052.94,21,0,118,11,0,3081.59,1.64,5,82.9,57.7,1,0,1
2713.43,23,1,301,45,0,3290.64,0.825,0,13.4,4.8,0,1,0
1146.06,16,0,1610,45,0,1283.59,0.893,1,16.9,24.2,27,0,0
16699.16,9,0,194,60,0,1632.93,10.227,2,21.1,13.5,56,0,0
10054.49,12,1,51,9,2,2108.97,4.767,4,76.4,75.8,0,0,1
4591.14,1,0,665,5,1,2239.25,2.05,5,95.3,65.2,2,1,1
855.78,14,0,282,165,0,3389.28,0.252,0,19.9,4.0,6,0,0
683.64,18,1,149,94,0,2358.79,0.29,0,59.0,16.7,0,0,0
1718.42,2,0,614,47,0,2597.31,0.662,1,34.2,8.1,8,1,0
15266.05,20,0,231,50,0,928.7,16.438,1,4.4,3.9,39,0,0
1438.84,19,0,781,47,0,4218.18,0.341,0,17.8,7.0,14,0,0
288.59,5,0,348,43,0,3707.1,0.078,1,21.9,21.2,35,1,0
279.57,10,1,133,70,0,2944.82,0.095,1,5.0,4.4,0,0,0
4711.09,21,1,72,3,1,1760.68,2.676,1,63.0,72.6,0,0,1
702.67,7,0,744,32,0,999.62,0.703,0,14.3,25.8,29,0,0
427.01,11,1,237,28,0,1315.62,0.325,0,29.5,8.1,0,0,0
387.21,20,0,305,43,1,2594.23,0.149,1,32.3,8.7,1,0,0
6029.81,14,1,31,13,1,3982.98,1.514,3,67.4,38.5,0,0,1
495.17,18,0,568,117,0,910.55,0.544,0,7.9,2.9,6,0,0
1464.07,8,0,752,54,0,2015.84,0.726,0,29.8,6.8,15,0,0
1026.37,6,0,416,64,0,1648.91,0.622,2,1.3,7.4,14,0,0
3804.52,20,0,957,40,0,2218.62,1.715,2,6.3,27.7,13,0,0
967.33,22,0,411,88,0,1733.7,0.558,1,46.8,36.2,16,0,0
1253.59,17,0,628,138,0,2602.63,0.482,0,27.2,7.8,28,0,0
885.33,17,1,119,49,0,1954.69,0.453,2,6.3,23.5,0,0,0
7840.35,14,1,44,2,3,300.0,26.135,4,90.6,48.9,0,0,1
1745.39,14,1,94,102,0,3775.16,0.462,0,13.2,0.3,0,0,0
680.6,22,1,100,37,0,3450.52,0.197,2,34.9,3.5,0,0,0
13800.18,21,0,428,65,0,2629.42,5.248,0,38.0,10.3,31,0,0
1508.6,19,0,443,65,0,3460.91,0.436,1,16.2,1.1,25,0,0
1428.77,7,1,327,12,0,3321.07,0.43,0,12.1,11.9,0,0,1
9531.68,18,0,93,4,3,1717.15,5.551,3,63.4,40.3,1,0,1
71.5,18,0,427,51,0,1575.85,0.045,2,20.0,45.5,8,0,0
3081.48,13,0,667,105,1,3233.8,0.953,2,5.7,7.6,33,0,0
3375.76,11,0,281,19,0,2155.36,1.566,1,22.2,6.8,1,0,0
1477.88,17,1,53,24,0,2605.23,0.567,1,37.9,11.9,0,0,0
3334.02,0,0,460,44,0,3128.42,1.066,2,14.0,7.0,2,1,0
895.18,20,0,188,47,0,1387.2,0.645,1,31.2,6.3,30,0,0
3470.34,3,1,449,26,0,2365.5,1.467,0,6.2,13.1,0,1,0
16000.62,10,0,771,57,0,2162.5,7.399,1,63.3,7.9,36,0,0
831.4,22,0,389,24,0,1085.45,0.766,0,11.6,22.5,33,0,0
892.01,8,0,584,48,0,2446.67,0.365,0,3.7,13.2,35,0,0
16860.31,7,0,627,115,0,4026.21,4.188,0,33.3,2.2,27,0,0
623.5,18,0,1228,40,0,1125.65,0.554,1,34.6,16.3,30,0,0
20000.0,9,0,433,2,0,2812.48,7.111,0,85.6,74.5,2,0,1
2052.12,18,0,776,60,0,2934.2,0.699,1,19.6,2.0,17,0,0
4539.88,19,0,67,3,1,1752.53,2.59,4,75.8,66.8,0,0,1
768.54,19,1,33,30,0,2252.32,0.341,0,25.1,4.6,0,0,0
12786.98,4,0,109,67,0,807.15,15.842,1,28.6,14.4,59,1,0
906.55,21,0,501,68,0,1649.48,0.55,0,30.7,10.2,22,0,0
599.79,20,0,582,91,1,1623.43,0.369,0,67.4,19.0,33,0,0
1047.2,11,0,808,56,0,3199.2,0.327,0,14.7,1.1,15,0,0
1321.55,12,0,506,55,0,300.0,4.405,2,0.3,10.9,25,0,0
1419.75,13,0,429,104,0,300.0,4.732,1,35.5,2.8,23,0,0
406.85,16,0,571,55,2,2406.79,0.169,1,11.8,9.2,24,0,0
18832.0,12,0,420,61,0,3055.97,6.162,0,4.8,0.5,35,0,0
4514.04,20,1,73,48,0,3028.73,1.49,1,31.7,9.6,0,0,0
892.12,7,0,690,35,2,300.0,2.974,1,36.4,20.2,21,0,0
1102.5,19,0,851,25,0,2418.63,0.456,1,21.4,38.3,36,0,0
3660.93,13,0,1075,85,0,2106.33,1.738,0,29.9,3.4,29,0,0
684.45,8,1,256,35,0,3196.67,0.214,0,12.6,8.1,0,0,0
